0;-6.374723812103218;-6.252575072327802;-6.204153226565859;-6.331192691960786;-6.423923516967938;-6.132518114497323;-6.438488580359746;-6.197273181764232;-6.2161879250342045;-6.320912857132124
1;-2.616798725827902;-2.285916335242217;-2.631127489389672;-2.2308293775161303;-2.460139654858458;-2.8069910705983205;-2.409766209546714;-2.4632760952302815;-2.5265840605620022;-3.2328292741929743
2;-5.441078719819392;-5.51883504240293;-5.618237810796443;-5.47024112989892;-5.720315159231101;-5.785739698991242;-5.566931474415653;-5.389456035238277;-5.357849832814512;-8.641588136655114
3;-1.8698726290876218;-1.8357624768774128;-1.887299090359698;-3.012148398224712;-1.891355748121558;-1.9227257821464518;-2.1836012373894844;-1.8240037764571493;-1.9060732554592763;-1.9109175975393506
4;-6.243770936071555;-6.633245007345686;-6.694402181628194;-6.633451581792091;-6.8706727626842214;-6.812742837922372;-6.940721054462455;-6.797491828197818;-6.894989728479487;-6.612619567031925
5;-2.7079580379560073;-2.7486505333120954;-2.738268138456245;-2.804291411191787;-2.7151066457817157;-2.776557063137796;-2.751567994866549;-2.7381048086248128;-2.71062532172543;-2.7324827144888753
6;-9.863241846208547;-9.80764867971262;-9.972350293526503;-9.771046214830239;-10.06949280239117;-9.769060054393554;-9.757723319697382;-9.649100150491845;-10.21018482706446;-10.073067099662113
7;-4.4771958006789925;-4.579496726907116;-4.508866632603059;-4.526311111129088;-4.808775771919744;-4.473905937086173;-4.5450213926638625;-4.514077004217091;-4.486310794024344;-4.501938140936303
8;-13.012536329157529;-12.853647395670446;-12.929083523756182;-12.806415189870027;-13.077372528559303;-13.178312327941185;-12.72951905565018;-12.980061700787498;-12.643709554779944;-12.749068646137804
9;-8.095897134039655;-8.35744543249;-8.039186298323528;-8.011058242714961;-8.508577190253737;-8.035494392700212;-8.063832058716041;-8.337123853397577;-8.023943792000988;-8.166385060261707
10;-13.640521168954823;-13.383205537636416;-13.284554047173142;-12.84165225985808;-13.593746159248749;-13.517587124270678;-13.672798570449718;-13.39037052159113;-13.467768343534678;-13.5545201051947
