0;-10.470411014330164;-10.629975367680734;-10.513802704590766;-10.553315324371534;-10.557980351653953;-10.468352371954767;-10.675558061047658;-10.694651056840275;-10.450296299913889;-10.647813566333499
1;-3.958527283711143;-3.9945966686700447;-3.8409421787903755;-3.780252565607669;-4.08764120855566;-4.061516817613412;-3.8336420951084076;-3.8499353031892127;-3.8396872173110315;-3.787983772782352
2;-11.979147813269588;-12.085975969892008;-11.900946877899013;-11.924030205117534;-11.929770207743916;-11.849517669345403;-11.929889328233658;-11.930106122535392;-12.495873567213607;-12.131081800264544
3;-4.348336844399667;-4.427778314689171;-4.364591117309589;-4.36086667865306;-4.601277488144832;-4.39888331474362;-4.3550004168625644;-4.4057215995404615;-4.370699482496211;-4.3786664941646976
4;-13.473901983744977;-13.354730387138641;-13.353788338071107;-13.331311766005795;-13.461300763237409;-13.426262686392306;-13.386928449871716;-13.450523442437502;-13.333038000685058;-13.341039242686483
5;-6.277490517579809;-6.096237413361558;-6.095459635717475;-6.101786885560043;-6.327831479511436;-6.119633501277411;-6.33820320865358;-6.41380661235237;-6.113598442268228;-6.170704707669308
6;-13.817980494661208;-13.745849099395441;-13.664847037689782;-13.901237970284049;-13.80434215507449;-14.146309622408586;-14.162535629304287;-13.727144970724543;-13.819459317659476;-13.739677470406336
7;-8.256457689372674;-8.314666927341111;-8.25807992206659;-8.268481830256812;-8.397158417607933;-8.285453752117384;-8.394762070610644;-8.282840166630638;-8.327835316843894;-8.262586352146544
8;-14.393764705746838;-14.32477827376196;-14.578765583672885;-14.621384136104378;-14.687464786348185;-14.215371630098671;-14.567171045988864;-15.06519897138556;-14.44640162943287;-14.69799755269587
9;-10.33396336951514;-10.284960485548046;-10.30216649415685;-10.308189398195786;-10.30753904285381;-10.291587986213376;-10.520844520319859;-10.293118211847169;-10.31617634033032;-10.306398747467254
10;-15.025564321162724;-14.895160282782784;-15.134597901385783;-14.876744391244111;-15.305254501067942;-14.930582011488944;-15.133324591379596;-14.788571559285186;-15.518347830821854;-14.939905102411796
11;-10.766301281125997;-11.013070414421506;-10.616912024666638;-10.64987567946499;-10.640649047736025;-10.778683036893053;-10.803340906929886;-10.656111395193378;-11.00202027473302;-10.882609993707769
12;-10.923723148520207;-10.94902124307136;-10.67495306226236;-10.92012011257669;-10.615332304493714;-10.647462181831285;-10.977047227992333;-10.736527592483313;-11.204315370003298;-10.824463714832003
13;-4.071475421124375;-4.301178514780161;-4.066533878982824;-4.049563185510614;-3.988663698038247;-4.146638252010106;-4.122197093685043;-4.123559854550183;-4.129536184596519;-4.396972173884355
