0;-3.5626273208724832;-3.8701380174853606;-3.838590511729422;-3.6663795813663045;-3.568674865434227;-3.5567524005616975;-3.5325063374485386;-3.8549703615749267;-3.4046637526766155;-3.753639300447537
1;-6.324969070820708;-1.1924935218217438;-1.0244331976352516;-1.066316433141497;-1.3589576402981833;-1.2939125857294802;-1.0094640678356666;-1.2014185711541499;-3.1384377348234325;-1.2305674465232999
2;-3.5635149433509588;-3.413361742154267;-3.1478042744027124;-3.142642517591337;-3.1099454806599067;-2.9691292112812704;-3.1118296893560067;-3.188097689446497;-3.2363220507389374;-3.349071509964715
3;-1.9507354489075235;-1.7721440420111398;-1.7358213430685048;-1.8757809142332795;-1.8256109257455433;-1.7426794179693792;-1.8345373351722059;-1.7774202396679128;-1.8626711314281639;-1.744676037475363
4;-3.3592029699214474;-3.260321438170757;-3.242361674069068;-3.285552085918929;-3.368683118048012;-3.341250329532863;-3.346618532911128;-3.2746419456305023;-3.2689293822763235;-3.3594200778540353
5;-2.6556960298834316;-1.9509149819579223;-1.8426167672048748;-1.7537508488510074;-1.7404654927044152;-1.8109171228032077;-1.9970514083806887;-1.7840579750624526;-1.9344080207097922;-1.724324256974547
6;-3.1625251190415415;-3.4036952979063404;-3.414667252211787;-3.0221392098218613;-3.356603607261026;-2.852439609956465;-3.268744457560786;-3.1829865617583195;-3.086636492306116;-3.3019870640336473
7;-1.8136621417497554;-1.8200694189196893;-1.9821190175338987;-1.857827668795284;-1.9302342356052873;-1.8200223963365159;-1.8465603415948217;-1.6957444563402708;-1.891601191962749;-1.9142994458247327
8;-3.7137634412936453;-3.695553956840668;-3.7504279187531826;-3.6714060952679817;-3.9681671039632884;-3.089227238834167;-4.298268149666084;-3.9389506892350705;-3.768829279803617;-3.984639481555
9;-2.5465436201804437;-2.5422242132726094;-2.742472290748257;-2.7425351195552126;-2.617746706007396;-2.693803950949831;-2.5407438264007562;-2.509479799483688;-2.676731020635949;-2.5427963000412874
10;-4.221030741795686;-4.917609671138894;-4.181086621919506;-2.8055859793283044;-4.267602840454773;-3.970123629668463;-4.158660726969979;-4.115594318959184;-4.020744879033509;-4.382183907822776
11;-3.5039646185666657;-4.994460980381844;-3.4553776732978827;-3.349189257303135;-3.8337107506411874;-3.573907632564725;-3.724583053292198;-3.4994008683496136;-3.6402304313227996;-3.73575697810438
